,Owner,TH link,Gene,Past Forms,Level,XP,Damage (health/10),Tool x Use,Myo? (yes/no)
3552,Usukiarts,https://toyhou.se/24698894.3552,Elementary,,1,0/5,10/10,,No
3553,Crash_pilot,3553 on Toyhouse,Cupid,,1,2/5,10/10,,No
3554,N/A,3554 on Toyhouse,Elementary,,1,0/5,10/10,,No
3555,N/A,3555 on Toyhouse,Elementary,,1,0/5,10/10,,No
3556,buggie.is.real,3556 on Toyhouse,Elementary,,1,0/5,10/10,,No
3557,N/A,3557 on Toyhouse,Elementary,,1,0/5,10/10,,No
3558,N/A,3558 on Toyhouse,Elementary,,1,0/5,10/10,,No
3559,N/A,3559 on Toyhouse,Elementary,,1,0/5,10/10,,No
3560,N/A,3560 on Toyhouse,Elementary,,1,0/5,10/10,,No
3561,N/A,3561 on Toyhouse,Elementary,,1,0/5,10/10,,No
3562,N/A,3562 on Toyhouse,Elementary,,1,0/5,10/10,,No
3563,N/A,3563 on Toyhouse,Elementary,,1,0/5,10/10,,No
3564,n/a,https://toyhou.se/24728805.3564,Elementary,,1,0/5,10/10,,no
3565,eepiiin,3565 (MYO) on Toyhouse,Elementary,,1,0/5,10/10,,yes
3566,eepiiin,3566 (MYO) on Toyhouse,Ilgbii,,1,0/5,10/10,,yes
3567,lazuu.uwu_art,3567 (MYO) on Toyhouse,Abyssius,,1,0/5,10/10,,yes
3568,lazuu.uwu_art,3568 (MYO) on Toyhouse,Abyssius,,1,0/5,10/10,,yes
3569,lazuu.uwu_art,3569 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
3570,lazuu.uwu_art,3570 (MYO) on Toyhouse,Ilgbii,,1,0/5,10/10,,yes
3571,lazuu.uwu_art,3571 (MYO) on Toyhouse,Feyndeer,,1,0/5,10/10,,yes
3572,Sour.Rot,3572 (MYO) on Toyhouse,Abyssius,,1,0/5,10/10,,yes
3573,N/A,3573 on Toyhouse,Elementary,,1,0/5,10/10,,no
3574,N/A,3574 on Toyhouse,Elementary,,1,0/5,10/10,,no
3575,N/A,3575 on Toyhouse,Elementary,,1,0/5,10/10,,no
3576,N/A,3576 on Toyhouse,Elementary,,1,0/5,10/10,,no
3577,N/A,3577 on Toyhouse,Elementary,,1,0/5,10/10,,no
3578,N/A,3578 on Toyhouse,Elementary,,1,0/5,10/10,,no
3579,N/A,3579 on Toyhouse,Elementary,,1,0/5,10/10,,no
3580,N/A,3580 on Toyhouse,Elementary,,1,0/5,10/10,,no
3581,N/A,3581 on Toyhouse,Elementary,,1,0/5,10/10,,no
3582,N/A,3582 on Toyhouse,Elementary,,1,0/5,10/10,,no
3583,,,Elementary,,1,0/5,10/10,,
3584,,,Elementary,,1,0/5,10/10,,
3585,,,Elementary,,1,0/5,10/10,,
3586,,,Elementary,,1,0/5,10/10,,
3587,,,Elementary,,1,0/5,10/10,,
3588,,,Elementary,,1,0/5,10/10,,
3589,,,Elementary,,1,0/5,10/10,,
3590,,,Elementary,,1,0/5,10/10,,
3591,,,Elementary,,1,0/5,10/10,,
3592,,,Elementary,,1,0/5,10/10,,
3593,,,Elementary,,1,0/5,10/10,,
3594,,,Elementary,,1,0/5,10/10,,
3595,,,Elementary,,1,0/5,10/10,,
3596,,,Elementary,,1,0/5,10/10,,
3597,,,Elementary,,1,0/5,10/10,,
3598,,,Elementary,,1,0/5,10/10,,
3599,,,Elementary,,1,0/5,10/10,,
3600,,,Elementary,,1,0/5,10/10,,
3601,,,Elementary,,1,0/5,10/10,,
3602,,,Elementary,,1,0/5,10/10,,
3603,,,Elementary,,1,0/5,10/10,,
3604,,,Elementary,,1,0/5,10/10,,
3605,,,Elementary,,1,0/5,10/10,,
3606,,,Elementary,,1,0/5,10/10,,
3607,,,Elementary,,1,0/5,10/10,,
3608,,,Elementary,,1,0/5,10/10,,
3609,,,Elementary,,1,0/5,10/10,,
3610,,,Elementary,,1,0/5,10/10,,
3611,,,Elementary,,1,0/5,10/10,,
3612,,,Elementary,,1,0/5,10/10,,
3613,,,Elementary,,1,0/5,10/10,,
3614,,,Elementary,,1,0/5,10/10,,
3615,,,Elementary,,1,0/5,10/10,,
3616,,,Elementary,,1,0/5,10/10,,
3617,,,Elementary,,1,0/5,10/10,,
3618,,,Elementary,,1,0/5,10/10,,
3619,,,Elementary,,1,0/5,10/10,,
3620,,,Elementary,,1,0/5,10/10,,
3621,,,Elementary,,1,0/5,10/10,,
3622,,,Elementary,,1,0/5,10/10,,
3623,,,Elementary,,1,0/5,10/10,,
3624,,,Elementary,,1,0/5,10/10,,
3625,,,Elementary,,1,0/5,10/10,,
3626,,,Elementary,,1,0/5,10/10,,
3627,,,Elementary,,1,0/5,10/10,,
3628,,,Elementary,,1,0/5,10/10,,
3629,,,Elementary,,1,0/5,10/10,,
3630,,,Elementary,,1,0/5,10/10,,
3631,,,Elementary,,1,0/5,10/10,,
3632,,,Elementary,,1,0/5,10/10,,
3633,,,Elementary,,1,0/5,10/10,,
3634,,,Elementary,,1,0/5,10/10,,
3635,,,Elementary,,1,0/5,10/10,,
3636,,,Elementary,,1,0/5,10/10,,
3637,,,Elementary,,1,0/5,10/10,,
3638,,,Elementary,,1,0/5,10/10,,
3639,,,Elementary,,1,0/5,10/10,,
3640,,,Elementary,,1,0/5,10/10,,
3641,,,Elementary,,1,0/5,10/10,,
3642,,,Elementary,,1,0/5,10/10,,
3643,,,Elementary,,1,0/5,10/10,,
3644,,,Elementary,,1,0/5,10/10,,
3645,,,Elementary,,1,0/5,10/10,,
3646,,,Elementary,,1,0/5,10/10,,
3647,,,Elementary,,1,0/5,10/10,,
3648,,,Elementary,,1,0/5,10/10,,
3649,,,Elementary,,1,0/5,10/10,,
3650,,,Elementary,,1,0/5,10/10,,
3651,,,Elementary,,1,0/5,10/10,,
3652,,,Elementary,,1,0/5,10/10,,
3653,,,Elementary,,1,0/5,10/10,,
3654,,,Elementary,,1,0/5,10/10,,
3655,,,Elementary,,1,0/5,10/10,,
3656,,,Elementary,,1,0/5,10/10,,
3657,,,Elementary,,1,0/5,10/10,,
3658,,,Elementary,,1,0/5,10/10,,
3659,,,Elementary,,1,0/5,10/10,,
3660,,,Elementary,,1,0/5,10/10,,
3661,,,Elementary,,1,0/5,10/10,,
3662,,,Elementary,,1,0/5,10/10,,
3663,,,Elementary,,1,0/5,10/10,,
3664,,,Elementary,,1,0/5,10/10,,
3665,,,Elementary,,1,0/5,10/10,,
3666,,,Elementary,,1,0/5,10/10,,
3667,,,Elementary,,1,0/5,10/10,,
3668,,,Elementary,,1,0/5,10/10,,
3669,,,Elementary,,1,0/5,10/10,,
3670,,,Elementary,,1,0/5,10/10,,
3671,,,Elementary,,1,0/5,10/10,,
3672,,,Elementary,,1,0/5,10/10,,
3673,,,Elementary,,1,0/5,10/10,,
3674,,,Elementary,,1,0/5,10/10,,
3675,,,Elementary,,1,0/5,10/10,,
3676,,,Elementary,,1,0/5,10/10,,
3677,,,Elementary,,1,0/5,10/10,,
3678,,,Elementary,,1,0/5,10/10,,
3679,,,Elementary,,1,0/5,10/10,,
3680,,,Elementary,,1,0/5,10/10,,
3681,,,Elementary,,1,0/5,10/10,,
3682,,,Elementary,,1,0/5,10/10,,
3683,,,Elementary,,1,0/5,10/10,,
3684,,,Elementary,,1,0/5,10/10,,
3685,,,Elementary,,1,0/5,10/10,,
3686,,,Elementary,,1,0/5,10/10,,
3687,,,Elementary,,1,0/5,10/10,,
3688,,,Elementary,,1,0/5,10/10,,
3689,,,Elementary,,1,0/5,10/10,,
3690,,,Elementary,,1,0/5,10/10,,
3691,,,Elementary,,1,0/5,10/10,,
3692,,,Elementary,,1,0/5,10/10,,
3693,,,Elementary,,1,0/5,10/10,,
3694,,,Elementary,,1,0/5,10/10,,
3695,,,Elementary,,1,0/5,10/10,,
3696,,,Elementary,,1,0/5,10/10,,
3697,,,Elementary,,1,0/5,10/10,,
3698,,,Elementary,,1,0/5,10/10,,
3699,,,Elementary,,1,0/5,10/10,,
3700,,,Elementary,,1,0/5,10/10,,
3701,,,Elementary,,1,0/5,10/10,,
3702,,,Elementary,,1,0/5,10/10,,
3703,,,Elementary,,1,0/5,10/10,,
3704,,,Elementary,,1,0/5,10/10,,
3705,,,Elementary,,1,0/5,10/10,,
3706,,,Elementary,,1,0/5,10/10,,
3707,,,Elementary,,1,0/5,10/10,,
3708,,,Elementary,,1,0/5,10/10,,
3709,,,Elementary,,1,0/5,10/10,,
3710,,,Elementary,,1,0/5,10/10,,
3711,,,Elementary,,1,0/5,10/10,,
3712,,,Elementary,,1,0/5,10/10,,
3713,,,Elementary,,1,0/5,10/10,,
3714,,,Elementary,,1,0/5,10/10,,
3715,,,Elementary,,1,0/5,10/10,,
3716,,,Elementary,,1,0/5,10/10,,
3717,,,Elementary,,1,0/5,10/10,,
3718,,,Elementary,,1,0/5,10/10,,
3719,,,Elementary,,1,0/5,10/10,,
3720,,,Elementary,,1,0/5,10/10,,
3721,,,Elementary,,1,0/5,10/10,,
3722,,,Elementary,,1,0/5,10/10,,
3723,,,Elementary,,1,0/5,10/10,,
3724,,,Elementary,,1,0/5,10/10,,
3725,,,Elementary,,1,0/5,10/10,,
3726,,,Elementary,,1,0/5,10/10,,
3727,,,Elementary,,1,0/5,10/10,,
3728,,,Elementary,,1,0/5,10/10,,
3729,,,Elementary,,1,0/5,10/10,,
3730,,,Elementary,,1,0/5,10/10,,
3731,,,Elementary,,1,0/5,10/10,,
3732,,,Elementary,,1,0/5,10/10,,
3733,,,Elementary,,1,0/5,10/10,,
3734,,,Elementary,,1,0/5,10/10,,
3735,,,Elementary,,1,0/5,10/10,,
3736,,,Elementary,,1,0/5,10/10,,
3737,,,Elementary,,1,0/5,10/10,,
3738,,,Elementary,,1,0/5,10/10,,
3739,,,Elementary,,1,0/5,10/10,,
3740,,,Elementary,,1,0/5,10/10,,
3741,,,Elementary,,1,0/5,10/10,,
3742,,,Elementary,,1,0/5,10/10,,
3743,,,Elementary,,1,0/5,10/10,,
3744,,,Elementary,,1,0/5,10/10,,
3745,,,Elementary,,1,0/5,10/10,,
3746,,,Elementary,,1,0/5,10/10,,
3747,,,Elementary,,1,0/5,10/10,,
3748,,,Elementary,,1,0/5,10/10,,
3749,,,Elementary,,1,0/5,10/10,,
3750,,,Elementary,,1,0/5,10/10,,
3751,,,Elementary,,1,0/5,10/10,,
3752,,,Elementary,,1,0/5,10/10,,
3753,,,Elementary,,1,0/5,10/10,,
3754,,,Elementary,,1,0/5,10/10,,
3755,,,Elementary,,1,0/5,10/10,,
3756,,,Elementary,,1,0/5,10/10,,
3757,,,Elementary,,1,0/5,10/10,,
3758,,,Elementary,,1,0/5,10/10,,
3759,,,Elementary,,1,0/5,10/10,,
3760,,,Elementary,,1,0/5,10/10,,
3761,,,Elementary,,1,0/5,10/10,,
3762,,,Elementary,,1,0/5,10/10,,
3763,,,Elementary,,1,0/5,10/10,,
3764,,,Elementary,,1,0/5,10/10,,
3765,,,Elementary,,1,0/5,10/10,,
3766,,,Elementary,,1,0/5,10/10,,
3767,,,Elementary,,1,0/5,10/10,,
3768,,,Elementary,,1,0/5,10/10,,
3769,,,Elementary,,1,0/5,10/10,,
3770,,,Elementary,,1,0/5,10/10,,
3771,,,Elementary,,1,0/5,10/10,,
3772,,,Elementary,,1,0/5,10/10,,
3773,,,Elementary,,1,0/5,10/10,,
3774,,,Elementary,,1,0/5,10/10,,
3775,,,Elementary,,1,0/5,10/10,,
3776,,,Elementary,,1,0/5,10/10,,
3777,,,Elementary,,1,0/5,10/10,,
3778,,,Elementary,,1,0/5,10/10,,
3779,,,Elementary,,1,0/5,10/10,,
3780,,,Elementary,,1,0/5,10/10,,
3781,,,Elementary,,1,0/5,10/10,,
3782,,,Elementary,,1,0/5,10/10,,
3783,,,Elementary,,1,0/5,10/10,,
3784,,,Elementary,,1,0/5,10/10,,
3785,,,Elementary,,1,0/5,10/10,,
3786,,,Elementary,,1,0/5,10/10,,
3787,,,Elementary,,1,0/5,10/10,,
3788,,,Elementary,,1,0/5,10/10,,
3789,,,Elementary,,1,0/5,10/10,,
3790,,,Elementary,,1,0/5,10/10,,
3791,,,Elementary,,1,0/5,10/10,,
3792,,,Elementary,,1,0/5,10/10,,
3793,,,Elementary,,1,0/5,10/10,,
3794,,,Elementary,,1,0/5,10/10,,
3795,,,Elementary,,1,0/5,10/10,,
3796,,,Elementary,,1,0/5,10/10,,
3797,,,Elementary,,1,0/5,10/10,,
3798,,,Elementary,,1,0/5,10/10,,
3799,,,Elementary,,1,0/5,10/10,,
3800,,,Elementary,,1,0/5,10/10,,
3801,,,Elementary,,1,0/5,10/10,,
3802,,,Elementary,,1,0/5,10/10,,
3803,,,Elementary,,1,0/5,10/10,,
3804,,,Elementary,,1,0/5,10/10,,
3805,,,Elementary,,1,0/5,10/10,,
3806,,,Elementary,,1,0/5,10/10,,
3807,,,Elementary,,1,0/5,10/10,,
3808,,,Elementary,,1,0/5,10/10,,
3809,,,Elementary,,1,0/5,10/10,,
3810,,,Elementary,,1,0/5,10/10,,
3811,,,Elementary,,1,0/5,10/10,,
3812,,,Elementary,,1,0/5,10/10,,
3813,,,Elementary,,1,0/5,10/10,,
3814,,,Elementary,,1,0/5,10/10,,
3815,,,Elementary,,1,0/5,10/10,,
3816,,,Elementary,,1,0/5,10/10,,
3817,,,Elementary,,1,0/5,10/10,,
3818,,,Elementary,,1,0/5,10/10,,
3819,,,Elementary,,1,0/5,10/10,,
3820,,,Elementary,,1,0/5,10/10,,
3821,,,Elementary,,1,0/5,10/10,,
3822,,,Elementary,,1,0/5,10/10,,
3823,,,Elementary,,1,0/5,10/10,,
3824,,,Elementary,,1,0/5,10/10,,
3825,,,Elementary,,1,0/5,10/10,,
3826,,,Elementary,,1,0/5,10/10,,
3827,,,Elementary,,1,0/5,10/10,,
3828,,,Elementary,,1,0/5,10/10,,
3829,,,Elementary,,1,0/5,10/10,,
3830,,,Elementary,,1,0/5,10/10,,
3831,,,Elementary,,1,0/5,10/10,,
3832,,,Elementary,,1,0/5,10/10,,
3833,,,Elementary,,1,0/5,10/10,,
3834,,,Elementary,,1,0/5,10/10,,
3835,,,Elementary,,1,0/5,10/10,,
3836,,,Elementary,,1,0/5,10/10,,
3837,,,Elementary,,1,0/5,10/10,,
3838,,,Elementary,,1,0/5,10/10,,
3839,,,Elementary,,1,0/5,10/10,,
3840,,,Elementary,,1,0/5,10/10,,
3841,,,Elementary,,1,0/5,10/10,,
3842,,,Elementary,,1,0/5,10/10,,
3843,,,Elementary,,1,0/5,10/10,,
3844,,,Elementary,,1,0/5,10/10,,
3845,,,Elementary,,1,0/5,10/10,,
3846,,,Elementary,,1,0/5,10/10,,
3847,,,Elementary,,1,0/5,10/10,,
3848,,,Elementary,,1,0/5,10/10,,
3849,,,Elementary,,1,0/5,10/10,,
3850,,,Elementary,,1,0/5,10/10,,
3851,,,Elementary,,1,0/5,10/10,,
3852,,,Elementary,,1,0/5,10/10,,
3853,,,Elementary,,1,0/5,10/10,,
3854,,,Elementary,,1,0/5,10/10,,
3855,,,Elementary,,1,0/5,10/10,,
3856,,,Elementary,,1,0/5,10/10,,
3857,,,Elementary,,1,0/5,10/10,,
3858,,,Elementary,,1,0/5,10/10,,
3859,,,Elementary,,1,0/5,10/10,,
3860,,,Elementary,,1,0/5,10/10,,
3861,,,Elementary,,1,0/5,10/10,,
3862,,,Elementary,,1,0/5,10/10,,
3863,,,Elementary,,1,0/5,10/10,,
3864,,,Elementary,,1,0/5,10/10,,
3865,,,Elementary,,1,0/5,10/10,,
3866,,,Elementary,,1,0/5,10/10,,
3867,,,Elementary,,1,0/5,10/10,,
3868,,,Elementary,,1,0/5,10/10,,
3869,,,Elementary,,1,0/5,10/10,,
3870,,,Elementary,,1,0/5,10/10,,
3871,,,Elementary,,1,0/5,10/10,,
3872,,,Elementary,,1,0/5,10/10,,
3873,,,Elementary,,1,0/5,10/10,,
3874,,,Elementary,,1,0/5,10/10,,
3875,,,Elementary,,1,0/5,10/10,,
3876,,,Elementary,,1,0/5,10/10,,
3877,,,Elementary,,1,0/5,10/10,,
3878,,,Elementary,,1,0/5,10/10,,
3879,,,Elementary,,1,0/5,10/10,,
3880,,,Elementary,,1,0/5,10/10,,
3881,,,Elementary,,1,0/5,10/10,,
3882,,,Elementary,,1,0/5,10/10,,
3883,,,Elementary,,1,0/5,10/10,,
3884,,,Elementary,,1,0/5,10/10,,
3885,,,Elementary,,1,0/5,10/10,,
3886,,,Elementary,,1,0/5,10/10,,
3887,,,Elementary,,1,0/5,10/10,,
3888,,,Elementary,,1,0/5,10/10,,
3889,,,Elementary,,1,0/5,10/10,,
3890,,,Elementary,,1,0/5,10/10,,
3891,,,Elementary,,1,0/5,10/10,,
3892,,,Elementary,,1,0/5,10/10,,
3893,,,Elementary,,1,0/5,10/10,,
3894,,,Elementary,,1,0/5,10/10,,
3895,,,Elementary,,1,0/5,10/10,,
3896,,,Elementary,,1,0/5,10/10,,
3897,,,Elementary,,1,0/5,10/10,,
3898,,,Elementary,,1,0/5,10/10,,
3899,,,Elementary,,1,0/5,10/10,,
3900,,,Elementary,,1,0/5,10/10,,
3901,,,Elementary,,1,0/5,10/10,,
3902,,,Elementary,,1,0/5,10/10,,
3903,,,Elementary,,1,0/5,10/10,,
3904,,,Elementary,,1,0/5,10/10,,
3905,,,Elementary,,1,0/5,10/10,,
3906,,,Elementary,,1,0/5,10/10,,
3907,,,Elementary,,1,0/5,10/10,,
3908,,,Elementary,,1,0/5,10/10,,
3909,,,Elementary,,1,0/5,10/10,,
3910,,,Elementary,,1,0/5,10/10,,
3911,,,Elementary,,1,0/5,10/10,,
3912,,,Elementary,,1,0/5,10/10,,
3913,,,Elementary,,1,0/5,10/10,,
3914,,,Elementary,,1,0/5,10/10,,
3915,,,Elementary,,1,0/5,10/10,,
3916,,,Elementary,,1,0/5,10/10,,
3917,,,Elementary,,1,0/5,10/10,,
3918,,,Elementary,,1,0/5,10/10,,
3919,,,Elementary,,1,0/5,10/10,,
3920,,,Elementary,,1,0/5,10/10,,
3921,,,Elementary,,1,0/5,10/10,,
3922,,,Elementary,,1,0/5,10/10,,
3923,,,Elementary,,1,0/5,10/10,,
3924,,,Elementary,,1,0/5,10/10,,
3925,,,Elementary,,1,0/5,10/10,,
3926,,,Elementary,,1,0/5,10/10,,
3927,,,Elementary,,1,0/5,10/10,,
3928,,,Elementary,,1,0/5,10/10,,
3929,,,Elementary,,1,0/5,10/10,,
3930,,,Elementary,,1,0/5,10/10,,
3931,,,Elementary,,1,0/5,10/10,,
3932,,,Elementary,,1,0/5,10/10,,
3933,,,Elementary,,1,0/5,10/10,,
3934,,,Elementary,,1,0/5,10/10,,
3935,,,Elementary,,1,0/5,10/10,,
3936,,,Elementary,,1,0/5,10/10,,
3937,,,Elementary,,1,0/5,10/10,,
3938,,,Elementary,,1,0/5,10/10,,
3939,,,Elementary,,1,0/5,10/10,,
3940,,,Elementary,,1,0/5,10/10,,
3941,,,Elementary,,1,0/5,10/10,,
3942,,,Elementary,,1,0/5,10/10,,
3943,,,Elementary,,1,0/5,10/10,,
3944,,,Elementary,,1,0/5,10/10,,
3945,,,Elementary,,1,0/5,10/10,,
3946,,,Elementary,,1,0/5,10/10,,
3947,,,Elementary,,1,0/5,10/10,,
3948,,,Elementary,,1,0/5,10/10,,
3949,,,Elementary,,1,0/5,10/10,,
3950,,,Elementary,,1,0/5,10/10,,
3951,,,Elementary,,1,0/5,10/10,,
3952,,,Elementary,,1,0/5,10/10,,
3953,,,Elementary,,1,0/5,10/10,,
3954,,,Elementary,,1,0/5,10/10,,
3955,,,Elementary,,1,0/5,10/10,,
3956,,,Elementary,,1,0/5,10/10,,
3957,,,Elementary,,1,0/5,10/10,,
3958,,,Elementary,,1,0/5,10/10,,
3959,,,Elementary,,1,0/5,10/10,,
3960,,,Elementary,,1,0/5,10/10,,
3961,,,Elementary,,1,0/5,10/10,,
3962,,,Elementary,,1,0/5,10/10,,
3963,,,Elementary,,1,0/5,10/10,,
3964,,,Elementary,,1,0/5,10/10,,
3965,,,Elementary,,1,0/5,10/10,,
3966,,,Elementary,,1,0/5,10/10,,
3967,,,Elementary,,1,0/5,10/10,,
3968,,,Elementary,,1,0/5,10/10,,
3969,,,Elementary,,1,0/5,10/10,,
3970,,,Elementary,,1,0/5,10/10,,
3971,,,Elementary,,1,0/5,10/10,,
3972,,,Elementary,,1,0/5,10/10,,
3973,,,Elementary,,1,0/5,10/10,,
3974,,,Elementary,,1,0/5,10/10,,
3975,,,Elementary,,1,0/5,10/10,,
3976,,,Elementary,,1,0/5,10/10,,
3977,,,Elementary,,1,0/5,10/10,,
3978,,,Elementary,,1,0/5,10/10,,
3979,,,Elementary,,1,0/5,10/10,,
3980,,,Elementary,,1,0/5,10/10,,
3981,,,Elementary,,1,0/5,10/10,,
3982,,,Elementary,,1,0/5,10/10,,
3983,,,Elementary,,1,0/5,10/10,,
3984,,,Elementary,,1,0/5,10/10,,
3985,,,Elementary,,1,0/5,10/10,,
3986,,,Elementary,,1,0/5,10/10,,
3987,,,Elementary,,1,0/5,10/10,,
3988,,,Elementary,,1,0/5,10/10,,
3989,,,Elementary,,1,0/5,10/10,,
3990,,,Elementary,,1,0/5,10/10,,
3991,,,Elementary,,1,0/5,10/10,,
3992,,,Elementary,,1,0/5,10/10,,
3993,,,Elementary,,1,0/5,10/10,,
3994,,,Elementary,,1,0/5,10/10,,
3995,,,Elementary,,1,0/5,10/10,,
3996,,,Elementary,,1,0/5,10/10,,
3997,,,Elementary,,1,0/5,10/10,,
3998,,,Elementary,,1,0/5,10/10,,
3999,,,Elementary,,1,0/5,10/10,,
4000,,,Elementary,,1,0/5,10/10,,
