,Owner,TH link,Gene,Past Forms,Level,XP,Damage (health/10),Tool x Use,Myo? (yes/no)
2127,n/a,https://toyhou.se/21353934.2027,Elementary ,,1,0/5,10/10,,no
2128,n/a,https://toyhou.se/21354062.2128,Elementary ,,1,0/5,10/10,,no
2129,@_Infamous_comedown_ok,https://toyhou.se/21354067.2129,Elementary ,,5,6/10,10/10,,no
2130,@c0smic_m4tter,https://toyhou.se/21354074.2130,Elementary ,,1,0/5,10/10,,no
2131,lark_barks,https://toyhou.se/21354149.2131,Elementary ,,1,0/5,10/10,,no
2132,"mixies_sketchbook, tarotstrinkets",https://toyhou.se/21354156.2132,Elementary ,,1,0/5,10/10,,no
2133,sour.rot,https://toyhou.se/21354160.2133,Elementary ,,1,0/5,10/10,,no
2134,itx_ogamii,https://toyhou.se/21354164.2134,Elementary ,,3,5/6,10/10,,no
2135,itx_ogamii,https://toyhou.se/21354172.2135,Elementary ,,3,5/6,10/10,,no
2136,sour.rot,https://toyhou.se/21354176.2136,Elementary ,,1,0/5,10/10,,no
2137,n/a,https://toyhou.se/21354182.2137,Elementary ,,1,0/5,10/10,,no
2138,_pumpkin_patxh_,https://toyhou.se/21354187.2138,Elementary ,,1,0/5,10/10,,no
2139,sour.rot,https://toyhou.se/21354195.2139,Elementary ,,1,0/5,10/10,,no
2140,"mixies_sketchbook, tarotstrinkets",https://toyhou.se/21354206.2140,Elementary ,,2,0/5,10/10,,no
2141,ivorypetalss,https://toyhou.se/21354260.2141,Elementary ,,1,0/5,10/10,,yes
2142,nyxoom_draws,2142 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2143,sketchy.pigeon,https://toyhou.se/21354391.2143,Elementary ,,1,1/5,10/10,,no
2144,Dyrag0n,https://toyhou.se/21354420.2144,Elementary ,,1,0/5,10/10,,yes
2145,miss_iindigo,https://toyhou.se/21354479.2145,Elementary ,,1,0/5,10/10,,yes
2146,lazuu.uwu_art,2146 on ToyHouse,Ilgbii,,1,0/5,10/10,,no
2147,lightterrors,https://toyhou.se/21355816.2147,Elementary ,,1,0/5,10/10,,yes
2148,beddybugs,https://toyhou.se/21355876.2148,Elementary ,,1,0/5,10/10,,yes
2149,Ghost_rot,https://toyhou.se/21355935.2149-myo,Ilgbii ,,1,0/5,10/10,,yes
2150,hollowedvoid,https://toyhou.se/21355970.2150-myo,Ilgbii,,1,0/5,10/10,,yes
2151,diino.miilk,https://toyhou.se/21356021.2151,Elementary ,,1,0/5,10/10,,no
2152,n/a,https://toyhou.se/21357840.2152,Elementary ,,1,0/5,10/10,,ho
2153,c0smic_m4tter,https://toyhou.se/21357873.2153,Elementary ,,1,0/5,10/10,,no
2154,lark_barks,https://toyhou.se/21357876.2154,Elementary ,,1,2/5,10/10,,no
2155,c0smic_m4tter,https://toyhou.se/21361384.2155,Elementary ,,1,0/5,10/10,,no
2156,neighborlynarwhal,https://toyhou.se/21361409.2156,Elementary ,,1,0/5,10/10,,no
2157,_pumpkin_patxh_,https://toyhou.se/21361436.2157,Elementary ,,1,0/5,10/10,,no
2158,Pyr022_,https://toyhou.se/21361476.2158,Elementary ,,1,0/5,10/10,,no
2159,chiliimelon,https://toyhou.se/21361523.2159,Elementary ,,1,0/5,10/10,,no
2160,_.phoenixartz._,2160 on Toyhouse,Fire-Chaos,Elementary,5,2/10,6/10,,no
2161,nyxoom_draws,https://toyhou.se/21361559.2161,Elementary ,,1,0/5,10/10,,no
2162,5erafina_ ,https://toyhou.se/21361578.2162,Elementary ,,1,0/5,10/10,,no
2163,FrostArtsStudios,https://toyhou.se/21371912.2163-myo,Cupid,,5,8/10,1/10,,no
2164,the_kid_in_the_corner15,2164 on Toyhouse,Ilgbii ,Elementary ,5,2/10,1/10,,no
2165,zak5670,https://toyhou.se/21380353.2165,Elementary ,,1,0/5,10/10,,no
2166,FrostArtsStudios,https://toyhou.se/21383639.2166-myo,Feyndeer/Water,,5,0/10,5/10,,no
2167,lark_barks,2167 on Toyhouse,Feyndeer,,1,2/5,10/10,,yes
2168,lark_barks,https://toyhou.se/21402301.2168,Elementary ,,1,3/5,10/10,,no
2169,radioactivechunk04,https://toyhou.se/21410725.2169 ,Elementary ,,1,0/5,10/10,,no
2170,clockwork_oasis,2170 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2171,FrostArtsStudios,https://toyhou.se/21423573.2171 ,Elementary ,,5,5/10,2/10,,no
2172,floof._.adopts,https://toyhou.se/21423723.2172,Elementary ,,1,2/5,10/10,,yes
2173,floof._.adopts,https://toyhou.se/21423729.2173,Feyndeer,,1,0/5,10/10,,yes
2174,crash_pilot,https://toyhou.se/21423800.2174,Feyndeer,,1,0/5,10/10,,yes
2175,itx_ogamii,https://toyhou.se/21428965.2175,Feyndeer,,1,0/5,10/10,,yes
2176,bro___boi,2176 (MYO) on Toyhouse,Elementary ,,2,0/5,10/10,,no
2177,bro___boi,2177 on Toyhouse,Elementary ,,2,0/5,10/10,,no
2178,stwabby_roomz,2178 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
2179,bergierpants,2179 on Toyhouse,Elementary ,,1,2/5,10/10,,no
2180,FrostArtsStudios,2180 (MYO) on Toyhouse,Abyssius,,5,0/10,5/10,,no
2181,Chaotic_Clueless,2181 (MYO) on Toyhouse,Abyssius,,1,0/5,10/10,,yes
2182,_.PhoenixArtz._,2182 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
2183,Diino.miilk,2183 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
2184,nyxoom_draws,2184 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2185,itx_ogami,2185 on Toyhouse,Elementary ,,3,3/6,10/10,,no
2186,n/a,2186 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2187,AlexGoesBye,2187 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2188,StarryMapleBar.cs,2188 on Toyhouse,Elementary ,,1,0/5,9/10,,no
2189,FrostArtsStudios,2189 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2190,StarryMapleBar.cs,2190 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2191,smolowls,2191 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2192,smolowls,2192 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2193,unnatural_oatmeal,2193 on Toyhouse,Elementary ,,1,0/5,10/10,,no
2194,buggie.is.real,2194 on Toyhouse,Elementary ,,3,0/7,10/10,,no
2195,diino.miilk,https://toyhou.se/21472493.2195-myo,Abyssius ,,1,0/5,10/10,,yes
2196,n/a,https://toyhou.se/21475963.2196,Elementary ,,1,0/5,10/10,,no
2197,_d3f4ult_art,https://toyhou.se/21475985.2197,Elementary ,,1,0/5,10/10,,no
2198,honey_arcus,https://toyhou.se/21476003.2198,Elementary ,,8,8/18,2/10,,no
2199,n/a,https://toyhou.se/21476024.2199,Elementary ,,1,0/5,10/10,,no
2200,n/a,https://toyhou.se/21476034.2200,Elementary ,,1,0/5,10/10,,no
2201,n/a,https://toyhou.se/21476045.2201,Elementary ,,1,0/5,10/10,,no
2202,peachiibee.s,https://toyhou.se/21483055.2202,Elementary ,,1,0/5,10/10,,no
2203,bunnyboiaries,https://toyhou.se/21483208.2203,Elementary ,,1,0/5,10/10,,no
2204,zak_5670,https://toyhou.se/21483260.2204,Elementary ,,1,0/5,10/10,,no
2205,pyr022_,https://toyhou.se/21483279.2205,Elementary ,,6,1/12,0/10,,no
2206,froggyrin.drawz,https://toyhou.se/21486687.2206,Elementary ,,1,0/5,10/10,,no
2207,pumpkin_patxh,https://toyhou.se/21486690.2207,Elementary ,,1,0/5,10/10,,no
2208,guts4goats,https://toyhou.se/21486691.2208,Elementary ,,1,0/5,10/10,,no
2209,risk_of_systematic_chaos,https://toyhou.se/21486697.2209,Elementary ,,1,0/5,10/10,,no
2210,c0smic_m4tter,https://toyhou.se/21486731.2210,Elementary ,,1,0/5,10/10,,no
2211,fungal_leech,https://toyhou.se/21486733.2211,Elementary ,,2,2/5,7/10,,no
2212,eepin,https://toyhou.se/21486736.2212,Elementary ,,1,2/5,10/10,,no
2213,bunnyboiaries,https://toyhou.se/21486816.2213,Elementary ,,1,0/5,10/10,,no
2214,lightterrors,https://toyhou.se/21486911.2214,Elementary ,,4,1/8,10/10,,no
2215,n/a,https://toyhou.se/21487405.2215,Elementary ,,1,0/5,10/10,,no
2216,zak_5670,https://toyhou.se/21487741.2216-myo,Feyndeer,,2,2/5,10/10,,No
2217,Chaotic_Clueless,2217 on Toyhouse,Feyndeer ,,1,0/5,10/10,,no
2218,floof._.adopts,https://toyhou.se/21487754.2218-myo,Ilgbii,,1,0/5,10/10,,yes
2219,Chaotic_Clueless,2219 on Toyhouse,Ilgbii ,,1,0/5,10/10,,no
2220,Chaotic_Clueless,2220 on Toyhouse,Cupid,,1,0/5,10/10,,yes
2221,hollowedvoid,https://toyhou.se/21487831.2221-myo,Abyssius,,1,0/5,10/10,,yes
2222,fish_b1te,https://toyhou.se/21488063.2222-myo,ilgbii,,1,0/5,10/10,,yes
2223,neighborlynarwhal ,https://toyhou.se/21488108.2223-myo,elementary ,,1,0/5,10/10,,yes
2224,neighborlynarwhal ,https://toyhou.se/21488119.2224-myo,cupid,,1,0/5,10/10,,yes
2225,neighborlynarwhal,2225 on ToyHouse,Elementary ,,1,0/5,10/10,,Yes
2226,lazuu.uwu_art,2226 on ToyHouse,Ilgbii,,1,0/5,10/10,,Yes
2227,bergierpants,https://toyhou.se/21500667.2227-myo,Ilgbii,,1,0/5,10/10,,
2228,n/a,https://toyhou.se/21504840.2228 ,Elementary ,,1,0/5,10/10,,
2229,c0smic_m4tter,https://toyhou.se/21505082.2229,Elementary ,,1,0/5,10/10,,No
2230,c0smic_m4tter,https://toyhou.se/21505102.2230,Elementary ,,1,0/5,10/10,,No
2231,floof._.adopts,https://toyhou.se/21512966.2231,Elementary ,,1,0/5,10/10,,yes
2232,"mixies_sketchbook, chiliimelon",https://toyhou.se/21514249.2232 ,Elementary ,,1,0/5,10/10,,no
2233,Diino.miilk,2233 on Toyhouse,abyssius,,1,0/5,10/10,,yes
2234,Kindhearted_Mouse,https://toyhou.se/21525826.2234,Elementary ,,1,0/5,10/10,,no
2235,mixies_sketchbook,https://toyhou.se/21525834.2235,Elementary ,,1,0/5,10/10,,no
2236,Lark_barks,https://toyhou.se/21525838.2236,Elementary ,,1,0/5,10/10,,no
2237,n/a,https://toyhou.se/21525845.2237,Elementary ,,1,0/5,10/10,,no
2238,mixies_sketchbook,2238 on Toyhouse,Lagoon/Abyssius - Water,,11,0/30,2/10,Hoe x3,no
2239,bunnyboiaries,https://toyhou.se/21556687.2239,abyssius ,,1,0/5,10/10,,no
2240,n/a,https://toyhou.se/21556696.2240,Cupid,,1,0/5,10/10,,no
2241,neighborlynarwhal ,https://toyhou.se/21557350.2241,Elementary ,,7,2/15,9/10,,no
2242,_infamous_comedown_ok,https://toyhou.se/21558237.2242-myo,Ilgbii,,1,0/5,10/10,,yes
2243,c0smic_m4tter,https://toyhou.se/21560317.2243,Elementary ,,1,0/5,10/10,,No
2244,diino.miilk,https://toyhou.se/21570537.2244,Air / Cupid,,1,0/5,10/10,,
2245,_.PhoenixArtz._,2245 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2246,_.PhoenixArtz._,2246 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2247,mixies_sketchbook,2247 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,yes
2248,Dracowolf_x,https://toyhou.se/21586646.2248,Elementary ,,1,0/5,10/10,,No
2249,diino.miilk,https://toyhou.se/21589117.2249-myo,Elementary ,,1,0/5,10/10,,yes
2250,diino.miilk,https://toyhou.se/21589127.2250-myo,Elementary ,,1,0/5,10/10,,yes
2251,diino.miilk,https://toyhou.se/21598837.2250myo,abyssius,,1,0/5,10/10,,yes
2252,bergierpants,https://toyhou.se/21607434.2252,Elementary ,,4,1/8,10/10,Campfire x9,no
2253,Zak_5670,https://toyhou.se/21607519.2253,Elementary ,,1,0/5,10/10,,no
2254,c0smic_m4tter,https://toyhou.se/21607525.2254,Elementary ,,1,0/5,10/10,,no
2255,epiiepsi,https://toyhou.se/21607532.2255,Elementary ,,8,9/18,1/10,,no
2256,_crims0n.mamaart_,https://toyhou.se/21607538.2256,Elementary ,,1,0/5,10/10,,no
2257,n/a,https://toyhou.se/21607549.2257,Elementary ,,1,0/5,10/10,,no
2258,risk_of_systematic_chaos,https://toyhou.se/21607664.2258,Elementary ,,1,0/5,10/10,,no
2259,unnatural_oatmeal,https://toyhou.se/21607669.2259,Elementary ,,1,0/5,10/10,,no
2260,itx_ogamii,https://toyhou.se/21607676.2260,Elementary ,,1,0/5,10/10,,no
2261,lark_barks,https://toyhou.se/21607681.2261,Elementary ,,1,0/5,10/10,,no
2262,n/a,https://toyhou.se/21607692.2262,Elementary ,,1,0/5,10/10,,no
2263,slys.adopts,https://toyhou.se/21607703.2263,Elementary ,,1,0/5,10/10,,no
2264,floof._.adopts,https://toyhou.se/21616193.2264-myo,Elementary ,,1,0/5,10/10,,Yes
2265,_pumpkin_patxh_,https://toyhou.se/21620126.2265,Elementary ,,1,0/5,10/10,,No
2266,floof._.adopts,https://toyhou.se/21623723.2266,Elementary ,,1,0/5,10/10,,no
2267,liminalWave,https://toyhou.se/21629545.2267-myo,Elementary ,,1,0/5,10/10,,yes
2268,liminalWave,https://toyhou.se/21629555.2268-myo,Elementary ,,1,0/5,10/10,,yes
2269,honey_umis,https://toyhou.se/21630455.2269,Elementary ,,1,0/5,10/10,,no
2270,bro___boi,https://toyhou.se/21631286.2270,Elementary ,,1,0/5,10/10,,
2271,floof._.adopts,https://toyhou.se/21631292.2271,Elementary ,,1,0/5,10/10,,no
2272,lazuu.uwu_art,https://toyhou.se/21643751.2272,Earth - plant / Abyssius,,1,0/5,10/10,,
2273,FrostArtsStudios,https://toyhou.se/21659914.2273myo,water-Elementary ,,1,0/5,10/10,,yes
2274,clockwork_oasis,https://toyhou.se/21672605.2274,Elementary ,,1,0/5,10/10,,no
2275,inu_diaries_wolf,https://toyhou.se/21672641.2275,Elementary ,,1,0/5,10/10,,no
2276,quollian,https://toyhou.se/21672650.2276,Elementary ,,1,0/5,10/10,,no
2277,_infamous_comedown_ok,https://toyhou.se/21672658.2277,Elementary ,,1,0/5,10/10,,no
2278,mixies_sketchbook,https://toyhou.se/21672666.2278,Elementary ,,3,5/6,10/10,,no
2279,diino.miilk,https://toyhou.se/21675045.2279myo,Earth,,1,0/5,10/10,,yes
2280,bergierpants,https://toyhou.se/21677519.2280,Elementary ,,1,0/5,10/10,,no
2281,tama.novie,2281 on ToyHouse,Elementary ,,6,9/12,1/10,,No
2282,N/A,2282 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2283,tama.novie,2283 on ToyHouse,Elementary ,,6,1/12,1/10,,No
2284,Mixies_sketchbook,2284 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2285,DigitalSkullFox,2285 on ToyHouse,Elementary ,,1,0/5,10/10,,No
2286,lazuu.uwu_art,https://toyhou.se/21685758.2286,Cupid,,6,6/12,10/10,,no
2287,bro__boi,2287 (MYO) on Toyhouse,Elementary ,,1,0/5,10/10,,no
2288,lazuu.uwu_art,2288 (MYO) on Toyhouse,water-water,,6,2/12,10/10,,No
2289,peachiibee.s,2289 (MYO) on Toyhouse,Cupid,,1,0/5,10/10,,yes
2290,lazuu.uwu_art,https://toyhou.se/21703951.2290-myo,Air/Fire-Light,,2,0/5,10/10,,no
2291,_crims0n.mamaart_,https://toyhou.se/21706212.2291,Elementary ,,1,0/5,10/10,,no
2292,_infamous_comedown_ok,https://toyhou.se/21708966.2292,Elementary ,,1,0/5,10/10,,
2293,zak_5670,https://toyhou.se/21709029.2293,Elementary ,,1,0/5,10/10,,
2294,usukiarts,https://toyhou.se/21709056.2294,Elementary ,,1,0/5,10/10,,
2295,under_oblivious_rain,https://toyhou.se/21709070.2295,Elementary ,,5,3/10,6/10,,
2296,_infamous_comedown_ok,https://toyhou.se/21709087.2296,Elementary ,,1,4/5,10/10,,
2297,_0_strawberrymilk_0,https://toyhou.se/21709201.2297,Elementary ,,1,0/5,10/10,,
2298,Smolowls,https://toyhou.se/21709240.2298,Elementary ,,1,0/5,10/10,,
2299,Oops.jinxed.it,https://toyhou.se/21709264.2299,Elementary ,,1,0/5,10/10,,
